Date_Str,Close,Volume,Next_Close,Actual_Diff,Actual_Label
2022-09-21,27313.130859375,65500000,27153.830078125,-159.30078125,0
2022-09-22,27153.830078125,62200000,26431.55078125,-722.279296875,0
2022-09-26,26431.55078125,96500000,26571.869140625,140.318359375,1
2022-09-27,26571.869140625,66800000,26173.98046875,-397.888671875,0
2022-09-28,26173.98046875,92900000,26422.05078125,248.0703125,1
2022-09-29,26422.05078125,88900000,25937.2109375,-484.83984375,0
2022-09-30,25937.2109375,101300000,26215.7890625,278.578125,1
2022-10-03,26215.7890625,80700000,26992.2109375,776.421875,1
2022-10-04,26992.2109375,87100000,27120.529296875,128.318359375,1
2022-10-05,27120.529296875,73300000,27311.30078125,190.771484375,1
2022-10-06,27311.30078125,69400000,27116.109375,-195.19140625,0
2022-10-07,27116.109375,66700000,26401.25,-714.859375,0
2022-10-11,26401.25,78900000,26396.830078125,-4.419921875,0
2022-10-12,26396.830078125,68800000,26237.419921875,-159.41015625,0
2022-10-13,26237.419921875,59200000,27090.759765625,853.33984375,1
2022-10-14,27090.759765625,82400000,26775.7890625,-314.970703125,0
2022-10-17,26775.7890625,65300000,27156.140625,380.3515625,1
